SID,COORDINATES,NAME
1967271N25135,"[(25.0, 135.0, 0), (25.4, 135.5, 3), (25.8, 135.9, 3), (26.4, 136.0, 3), (27.0, 136.0, 3), (27.5, 135.9, 3), (27.8, 135.6, 3), (28.0, 135.1, 3), (28.0, 134.5, 3), (28.0, 133.7, 3), (27.9, 133.0, 3), (27.9, 132.5, 3), (27.7, 132.0, 3), (27.3, 131.2, 3), (26.7, 130.4, 3), (26.1, 130.0, 3), (25.6, 129.8, 3), (25.2, 129.8, 3), (24.9, 129.8, 3), (24.6, 129.7, 3), (24.3, 129.8, 3), (24.1, 130.1, 3), (24.1, 130.5, 3), (24.1, 130.8, 3), (24.3, 131.2, 3), (24.5, 131.5, 3), (24.8, 131.9, 3), (25.0, 132.3, 3), (25.2, 132.7, 3)]",UNNAMED
1967280N20150,"[(20.0, 150.0, 0), (20.2, 149.8, 3), (20.5, 149.5, 3), (20.8, 149.2, 3), (21.1, 149.0, 3), (21.5, 148.8, 3), (22.0, 148.6, 3), (22.5, 148.5, 3), (23.0, 148.4, 3), (23.5, 148.2, 3), (24.0, 148.1, 3), (24.5, 148.0, 3), (25.0, 148.0, 3), (25.6, 147.9, 3), (26.1, 148.0, 3), (26.6, 148.2, 3), (27.0, 148.6, 3), (27.4, 149.0, 3), (27.8, 149.5, 3), (28.4, 150.1, 3), (29.1, 150.8, 3), (29.7, 151.6, 3), (30.3, 152.5, 3), (30.8, 153.6, 3), (31.2, 154.8, 3), (31.7, 156.2, 3), (32.2, 157.8, 3), (32.6, 159.3, 3), (33.0, 160.8, 3), (33.3, 162.3, 3), (33.6, 164.0, 3), (33.8, 165.8, 3), (34.0, 167.7, 3), (33.9, 169.4, 3), (34.0, 171.2, 3), (34.4, 173.2, 3), (35.0, 175.3, 3), (35.5, 177.2, 3), (36.0, 179.0, 3)]",BABE
1967283N11150,"[(11.0, 150.0, 0), (10.6, 149.6, 3), (10.2, 149.2, 3), (9.9, 148.8, 3), (9.7, 148.4, 3), (9.6, 147.9, 3), (9.5, 147.3, 3), (9.5, 146.8, 3), (9.6, 146.3, 3), (9.7, 145.9, 3), (9.8, 145.6, 3), (9.9, 145.1, 3), (10.0, 144.6, 3), (10.1, 144.2, 3), (10.2, 143.7, 3), (10.3, 143.1, 3), (10.4, 142.5, 3), (10.6, 142.0, 3), (10.8, 141.5, 3), (11.0, 140.9, 3), (11.1, 140.4, 3), (11.2, 139.9, 3), (11.2, 139.5, 3), (11.2, 139.1, 3), (11.2, 138.7, 3), (11.2, 138.2, 3), (11.3, 137.8, 3), (11.4, 137.4, 3), (11.6, 137.1, 3), (11.7, 136.7, 3), (11.8, 136.3, 3), (12.0, 136.0, 3), (12.3, 135.7, 3), (12.5, 135.4, 3), (12.8, 135.1, 3), (13.0, 134.6, 3), (13.3, 134.0, 3), (13.6, 133.5, 3), (14.0, 132.9, 3), (14.3, 132.3, 3), (14.5, 131.5, 3), (14.8, 130.6, 3), (15.1, 129.7, 3), (15.4, 129.0, 3), (15.6, 128.5, 3), (15.8, 128.0, 3), (15.9, 127.6, 3), (15.9, 127.1, 3), (15.9, 126.6, 3), (16.2, 125.9, 3), (16.6, 125.2, 3), (17.0, 124.6, 3), (17.4, 124.0, 3), (17.6, 123.5, 3), (17.7, 123.0, 3), (17.8, 122.4, 3), (17.9, 121.8, 3), (18.1, 121.4, 3), (18.3, 121.0, 3), (18.5, 120.7, 3), (18.7, 120.4, 3), (18.8, 120.1, 3), (18.9, 119.7, 3), (18.9, 119.1, 3), (18.8, 118.5, 3), (18.9, 118.0, 3), (19.0, 117.6, 3), (19.3, 117.1, 3), (19.5, 116.5, 3), (19.3, 115.8, 3), (19.2, 115.0, 3), (19.5, 114.3, 3), (19.8, 113.5, 3), (19.8, 112.7, 3), (19.8, 111.9, 3), (20.1, 111.1, 3), (20.4, 110.4, 3), (20.6, 109.8, 3), (20.7, 109.3, 3), (20.8, 108.8, 3), (20.8, 108.2, 3)]",CARLA
1967289N09149,"[(8.5, 148.5, 0), (8.8, 148.8, 3), (9.2, 149.0, 3), (9.6, 149.1, 3), (10.0, 149.2, 3), (10.5, 149.2, 3), (11.0, 149.1, 3), (11.5, 148.7, 3), (11.9, 148.1, 3), (12.2, 147.7, 3), (12.3, 147.0, 3), (12.4, 145.8, 3), (12.4, 144.5, 3), (12.3, 143.7, 3), (12.2, 143.0, 3), (12.0, 142.4, 3), (11.9, 141.8, 3), (11.8, 141.2, 3), (11.7, 140.6, 3), (11.5, 140.1, 3), (11.3, 139.7, 3), (11.0, 139.5, 3), (10.8, 139.4, 3), (10.6, 139.1, 3), (10.4, 138.8, 3), (10.4, 138.5, 3), (10.5, 138.2, 3), (10.5, 138.0, 3), (10.6, 137.9, 3), (10.8, 137.8, 3), (11.0, 137.5, 3), (11.3, 137.0, 3), (11.6, 136.5, 3), (12.0, 136.1, 3), (12.4, 135.7, 3), (12.9, 135.3, 3), (13.4, 134.9, 3), (13.8, 134.5, 3), (14.1, 134.0, 3), (14.4, 133.5, 3), (14.7, 133.1, 3), (15.2, 132.7, 3), (15.8, 132.3, 3), (16.3, 131.9, 3), (16.8, 131.5, 3), (17.1, 131.2, 3), (17.3, 131.0, 3), (17.5, 130.7, 3), (17.8, 130.5, 3), (18.3, 130.4, 3), (18.8, 130.3, 3), (18.9, 130.2, 3), (19.0, 130.2, 3), (19.4, 130.2, 3), (19.9, 130.2, 3), (20.2, 130.2, 3), (20.5, 130.1, 3), (20.8, 130.1, 3), (21.2, 130.1, 3), (21.5, 130.0, 3), (21.8, 129.9, 3), (22.2, 129.8, 3), (22.5, 129.7, 3), (22.7, 129.5, 3), (22.8, 129.3, 3), (22.9, 129.2, 3), (23.0, 129.0, 3), (23.1, 128.8, 3), (23.1, 128.5, 3), (23.1, 128.4, 3), (23.1, 128.2, 3), (23.1, 127.9, 3), (23.1, 127.6, 3), (23.1, 127.4, 3), (23.1, 127.3, 3), (23.1, 127.1, 3), (23.2, 127.0, 3), (23.3, 126.9, 3), (23.4, 126.9, 3), (23.7, 127.2, 3), (24.0, 127.5, 3), (24.2, 127.7, 3), (24.5, 128.0, 3), (24.8, 128.4, 3), (25.2, 128.8, 3), (25.7, 129.3, 3), (26.3, 129.9, 3), (26.9, 130.4, 3), (27.6, 131.0, 3), (28.7, 131.9, 3), (30.0, 132.9, 3), (31.1, 133.9, 3), (32.2, 135.0, 3), (33.4, 136.0, 3), (34.6, 137.0, 3), (35.4, 138.0, 3), (36.3, 139.0, 3), (37.5, 139.9, 3), (38.8, 141.0, 3), (40.0, 143.0, 3), (41.0, 145.0, 3), (41.6, 145.9, 3), (42.0, 146.5, 3), (42.7, 147.6, 3), (43.4, 149.0, 3), (44.2, 150.4, 3), (45.0, 152.0, 3), (45.6, 154.1, 3), (46.3, 156.5, 3), (47.1, 159.0, 3), (48.0, 161.5, 3), (48.8, 164.1, 3), (49.4, 166.3, 3), (49.9, 167.8, 3), (50.4, 169.0, 3), (50.8, 170.5, 3), (51.2, 172.0, 3), (51.6, 173.1, 3), (51.9, 174.2, 3), (52.0, 175.5, 3), (52.0, 177.0, 3), (52.1, 178.5, 3), (52.3, 180.0, 3), (52.6, -178.5, 3), (53.0, 183.0, 3)]",DINAH
1967303N07150,"[(6.5, 150.0, 0), (6.6, 149.0, 3), (6.7, 148.0, 3), (6.8, 146.9, 3), (7.0, 146.0, 3), (7.1, 145.4, 3), (7.3, 144.9, 3), (7.5, 144.4, 3), (7.7, 143.8, 3), (8.0, 143.1, 3), (8.2, 142.3, 3), (8.4, 141.6, 3), (8.5, 140.9, 3), (8.6, 140.1, 3), (8.6, 139.4, 3), (8.6, 138.7, 3), (8.7, 138.0, 3), (8.7, 137.3, 3), (8.8, 136.7, 3), (9.0, 136.1, 3), (9.3, 135.5, 3), (9.6, 134.8, 3), (9.9, 134.1, 3), (10.1, 133.2, 3), (10.2, 132.4, 3), (10.4, 131.7, 3), (10.6, 131.0, 3), (10.9, 130.3, 3), (11.2, 129.7, 3), (11.5, 129.0, 3), (11.7, 128.3, 3), (12.0, 127.6, 3), (12.2, 126.9, 3), (12.4, 126.1, 3), (12.6, 125.3, 3), (12.7, 124.7, 3), (12.8, 124.2, 3), (13.0, 123.8, 3), (13.2, 123.4, 3), (13.6, 122.7, 3), (14.0, 121.9, 3), (14.3, 121.4, 3), (14.7, 120.9, 3), (15.2, 120.2, 3), (15.6, 119.5, 3), (15.9, 119.0, 3), (16.1, 118.5, 3), (16.2, 117.8, 3), (16.2, 117.3, 3), (16.4, 117.1, 3), (16.7, 117.0, 3), (17.1, 116.8, 3), (17.5, 116.6, 3), (17.7, 116.4, 3), (17.7, 116.1, 3), (17.7, 115.8, 3), (17.8, 115.5, 3), (17.9, 115.2, 3), (18.0, 114.9, 3), (18.1, 114.5, 3), (18.3, 114.2, 3), (18.5, 113.9, 3), (18.7, 113.6, 3), (18.9, 113.3, 3), (19.2, 113.0, 3), (19.4, 112.6, 3), (19.7, 112.2, 3), (20.0, 111.9, 3), (20.4, 111.6, 3), (20.7, 111.3, 3), (20.9, 111.0, 3), (21.1, 110.5, 3), (21.2, 110.0, 3), (21.4, 109.7, 3), (21.5, 109.5, 3), (21.5, 109.0, 3), (21.4, 108.6, 3), (21.4, 108.3, 3), (21.4, 108.1, 3)]",EMMA
1967310N11129,"[(12.0, 127.3, 0), (11.2, 127.7, 3), (10.5, 127.9, 3), (10.2, 127.8, 3), (10.0, 127.5, 3), (9.7, 127.4, 3), (9.5, 127.2, 3), (9.4, 126.7, 3), (9.3, 126.0, 3), (9.3, 125.2, 3), (9.4, 124.3, 3), (9.5, 123.1, 3), (9.6, 122.0, 3), (9.7, 121.4, 3), (9.8, 120.8, 3), (9.7, 119.8, 3), (9.7, 118.7, 3), (9.8, 118.0, 3), (10.0, 117.3, 3), (10.2, 116.5, 3), (10.5, 115.6, 3), (10.8, 114.8, 3), (11.1, 114.0, 3), (11.4, 113.2, 3), (11.6, 112.5, 3), (11.8, 111.9, 3), (12.0, 111.4, 3), (12.2, 110.9, 3), (12.4, 110.3, 3), (12.6, 109.5, 3), (12.7, 108.8, 3), (12.8, 108.4, 3), (12.9, 108.0, 3), (13.0, 107.5, 3), (13.0, 107.0, 3), (13.0, 106.4, 3), (13.0, 105.8, 3), (13.0, 105.1, 3), (13.0, 104.4, 3), (13.2, 103.8, 3), (13.4, 103.2, 3), (13.6, 102.6, 3), (13.9, 102.0, 3), (14.4, 101.5, 3), (15.0, 101.0, 3)]",FREDA
1967311N09160,"[(9.2, 160.3, 0), (9.2, 160.1, 3), (9.1, 159.8, 3), (9.0, 159.6, 3), (8.9, 159.3, 3), (8.8, 159.1, 3), (8.6, 158.8, 3), (8.4, 158.5, 3), (8.2, 158.3, 3), (8.1, 158.1, 3), (8.1, 157.9, 3), (8.2, 157.7, 3), (8.3, 157.6, 3), (8.4, 157.5, 3), (8.5, 157.3, 3), (8.4, 157.0, 3), (8.3, 156.8, 3), (8.2, 156.7, 3), (8.2, 156.6, 3), (8.6, 156.5, 3), (9.0, 156.5, 3), (9.3, 156.9, 3), (9.5, 157.1, 3), (9.7, 156.8, 3), (9.9, 156.3, 3), (10.1, 156.0, 3), (10.3, 155.6, 3), (10.4, 155.1, 3), (10.5, 154.5, 3), (10.5, 153.7, 3), (10.6, 152.9, 3), (10.9, 152.4, 3), (11.2, 152.0, 3), (11.5, 151.5, 3), (11.7, 151.0, 3), (12.0, 150.5, 3), (12.2, 150.0, 3), (12.4, 149.6, 3), (12.6, 149.2, 3), (12.8, 148.8, 3), (13.1, 148.3, 3), (13.3, 147.7, 3), (13.5, 147.0, 3), (13.6, 146.5, 3), (13.7, 146.1, 3), (13.9, 145.7, 3), (14.1, 145.2, 3), (14.3, 144.7, 3), (14.5, 144.1, 3), (14.6, 143.5, 3), (14.7, 142.8, 3), (14.8, 142.0, 3), (15.0, 141.1, 3), (15.1, 140.2, 3), (15.3, 139.3, 3), (15.4, 138.5, 3), (15.6, 137.6, 3), (15.8, 136.6, 3), (16.1, 135.7, 3), (16.3, 134.9, 3), (16.5, 134.1, 3), (16.6, 133.3, 3), (16.8, 132.6, 3), (17.0, 131.9, 3), (17.3, 131.2, 3), (17.5, 130.4, 3), (17.8, 129.7, 3), (18.1, 129.1, 3), (18.5, 128.5, 3), (18.8, 128.0, 3), (19.0, 127.5, 3), (19.3, 126.9, 3), (19.6, 126.4, 3), (19.8, 125.9, 3), (20.1, 125.5, 3), (20.4, 125.1, 3), (20.7, 124.7, 3), (20.9, 124.5, 3), (21.1, 124.4, 3), (21.4, 124.1, 3), (21.6, 123.7, 3), (21.8, 123.5, 3), (22.0, 123.4, 3), (22.2, 123.1, 3), (22.5, 122.7, 3), (23.1, 122.4, 3), (23.6, 122.0, 3), (23.8, 121.6, 3), (24.0, 121.2, 3), (24.3, 120.8, 3), (24.6, 120.6, 3), (25.0, 120.5, 3), (25.5, 120.5, 3), (25.9, 120.7, 3), (26.3, 121.0, 3), (26.9, 121.4, 3), (27.5, 121.8, 3), (28.0, 122.3, 3), (28.5, 122.8, 3)]",GILDA
1967320N10171,"[(10.0, 171.0, 0), (9.8, 170.2, 3), (9.6, 169.5, 3), (9.6, 168.8, 3), (9.4, 168.0, 3), (8.9, 167.0, 3), (8.3, 166.0, 3), (8.1, 165.0, 3), (8.1, 164.0, 3), (8.3, 163.2, 3), (8.6, 162.5, 3), (8.9, 161.6, 3), (9.3, 160.7, 3), (9.7, 159.8, 3), (10.0, 159.0, 3), (10.3, 158.2, 3), (10.6, 157.4, 3), (10.9, 156.6, 3), (11.2, 155.7, 3), (11.6, 154.7, 3), (12.0, 153.6, 3), (12.6, 152.5, 3), (13.2, 151.5, 3), (13.8, 150.7, 3), (14.3, 149.8, 3), (14.5, 148.7, 3), (14.6, 147.5, 3), (14.8, 146.5, 3), (15.1, 145.5, 3), (15.3, 144.4, 3), (15.4, 143.4, 3), (15.6, 142.4, 3), (15.8, 141.6, 3), (16.1, 140.9, 3), (16.4, 140.2, 3), (16.7, 139.6, 3), (17.1, 139.0, 3), (17.5, 138.6, 3), (17.8, 138.2, 3), (18.1, 137.9, 3), (18.4, 137.6, 3), (18.7, 137.5, 3), (19.1, 137.4, 3), (19.4, 137.3, 3), (19.7, 137.3, 3), (20.0, 137.4, 3), (20.2, 137.5, 3), (20.4, 137.6, 3), (20.6, 137.7, 3), (20.8, 137.7, 3), (20.9, 137.7, 3), (21.0, 137.7, 3), (21.2, 137.7, 3), (21.4, 137.8, 3), (21.6, 137.8, 3), (21.9, 137.8, 3), (22.2, 137.7, 3), (22.4, 137.6, 3), (22.6, 137.6, 3), (23.0, 137.8, 3), (23.3, 138.0, 3), (23.5, 138.2, 3), (23.6, 138.5, 3), (23.8, 138.9, 3), (24.1, 139.3, 3), (24.3, 139.5, 3), (24.5, 139.6, 3), (24.7, 139.7, 3), (25.0, 140.0, 3), (25.3, 140.6, 3), (25.6, 141.4, 3), (25.8, 142.2, 3), (26.0, 143.0, 3)]",HARRIET
1967350N10135,"[(10.0, 136.0, 0), (10.4, 135.6, 3), (10.8, 135.3, 3), (11.1, 135.0, 3), (11.3, 134.8, 3), (11.6, 134.5, 3), (11.8, 134.3, 3), (12.0, 134.1, 3), (12.2, 134.0, 3), (12.3, 133.8, 3), (12.3, 133.7, 3), (12.4, 133.6, 3), (12.5, 133.6, 3), (12.5, 133.6, 3), (12.6, 133.6, 3), (12.7, 133.6, 3), (12.8, 133.7, 3), (13.0, 134.0, 3), (13.2, 134.3, 3), (13.4, 134.6, 3), (13.4, 135.0, 3), (13.3, 135.4, 3), (13.1, 135.6, 3), (13.0, 135.6, 3), (13.0, 135.6, 3), (13.0, 135.7, 3), (13.0, 136.0, 3), (13.0, 136.5, 3), (13.0, 137.0, 3), (13.0, 137.1, 3), (13.0, 137.0, 3), (13.0, 137.0, 3), (13.0, 137.0, 3), (13.0, 137.0, 3), (13.0, 137.0, 3), (12.8, 136.8, 3), (12.5, 136.5, 3), (12.2, 136.3, 3), (12.0, 136.0, 3), (11.8, 135.7, 3), (11.5, 135.5, 3)]",IVY
1968097N05157,"[(4.6, 157.4, 0), (4.8, 157.2, 3), (5.0, 157.0, 3), (5.1, 156.9, 3), (5.3, 156.8, 3), (5.5, 156.7, 3), (5.8, 156.5, 3), (6.1, 156.4, 3), (6.3, 156.2, 3), (6.5, 156.0, 3), (6.7, 155.8, 3), (6.9, 155.6, 3), (7.2, 155.5, 3), (7.5, 155.4, 3), (7.7, 155.3, 3), (7.9, 155.1, 3), (8.0, 154.9, 3), (8.1, 154.6, 3), (8.3, 154.2, 3), (8.5, 153.7, 3), (8.7, 153.3, 3), (9.2, 153.1, 3), (9.6, 152.9, 3), (9.8, 152.6, 3), (9.8, 152.3, 3), (9.7, 151.9, 3), (9.6, 151.6, 3), (9.7, 151.5, 3), (9.9, 151.4, 3), (10.1, 151.3, 3), (10.3, 151.1, 3), (10.4, 151.0, 3), (10.6, 150.8, 3), (10.9, 150.4, 3), (11.2, 150.0, 3), (11.5, 149.6, 3), (11.8, 149.2, 3), (12.1, 148.9, 3), (12.5, 148.6, 3), (12.9, 148.4, 3), (13.3, 148.2, 3), (13.6, 147.7, 3), (13.8, 147.2, 3), (13.9, 146.8, 3), (14.1, 146.5, 3), (14.5, 146.2, 3), (15.0, 146.0, 3), (15.3, 145.7, 3), (15.6, 145.5, 3), (15.8, 145.2, 3), (16.0, 145.0, 3), (16.3, 144.9, 3), (16.6, 144.9, 3), (17.1, 144.9, 3), (17.6, 144.9, 3), (18.0, 144.9, 3), (18.4, 145.0, 3), (18.8, 145.1, 3), (19.1, 145.2, 3), (19.5, 145.2, 3), (19.9, 145.2, 3), (20.0, 145.3, 3), (20.1, 145.4, 3), (20.2, 145.4, 3), (20.3, 145.4, 3), (20.4, 145.4, 3), (20.5, 145.4, 3), (20.6, 145.3, 3), (20.7, 145.1, 3), (20.8, 145.0, 3), (20.8, 144.9, 3), (20.8, 144.9, 3), (20.9, 145.0, 3), (21.0, 145.0, 3), (21.2, 145.1, 3), (21.5, 145.2, 3), (21.7, 145.3, 3), (21.9, 145.4, 3), (22.0, 145.4, 3), (22.1, 145.5, 3), (22.1, 145.5, 3), (22.2, 145.5, 3), (22.3, 145.5, 3), (22.4, 145.6, 3), (22.5, 145.7, 3), (22.6, 145.8, 3), (22.8, 145.8, 3), (22.9, 145.9, 3), (23.0, 145.9, 3), (23.0, 145.8, 3), (23.1, 145.7, 3), (23.2, 145.6, 3), (23.3, 145.4, 3), (23.4, 145.2, 3), (23.5, 145.0, 3), (23.5, 144.8, 3), (23.6, 144.5, 3), (23.8, 144.3, 3), (24.0, 144.0, 3), (24.2, 143.7, 3), (24.5, 143.5, 3), (24.8, 143.4, 3), (25.2, 143.5, 3), (25.6, 143.7, 3), (25.9, 143.9, 3), (26.2, 144.1, 3), (26.4, 144.4, 3), (26.7, 144.7, 3), (27.0, 145.0, 3), (27.5, 145.4, 3), (28.0, 145.8, 3), (28.5, 146.3, 3), (29.0, 147.0, 3), (29.5, 147.9, 3), (30.0, 149.0, 3)]",JEAN
1968149N10150,"[(9.0, 149.0, 0), (9.0, 148.5, 3), (9.0, 148.0, 3), (9.1, 147.5, 3), (9.3, 147.0, 3), (9.5, 146.5, 3), (9.7, 146.0, 3), (9.9, 145.5, 3), (10.0, 145.0, 3), (10.1, 144.5, 3), (10.3, 144.0, 3), (10.4, 143.5, 3), (10.6, 142.9, 3), (10.8, 142.4, 3), (11.1, 141.8, 3), (11.4, 141.2, 3), (11.6, 140.6, 3), (11.8, 140.1, 3), (12.0, 139.6, 3), (12.3, 139.2, 3), (12.6, 138.8, 3), (12.9, 138.4, 3), (13.2, 138.0, 3), (13.5, 137.7, 3), (13.7, 137.4, 3), (14.0, 137.1, 3), (14.2, 136.8, 3), (14.4, 136.5, 3), (14.6, 136.2, 3), (14.8, 135.9, 3), (15.0, 135.5, 3), (15.2, 135.2, 3), (15.5, 134.8, 3), (15.8, 134.2, 3), (16.1, 133.7, 3), (16.3, 133.4, 3), (16.6, 133.2, 3), (16.9, 133.0, 3), (17.2, 132.8, 3), (17.4, 132.6, 3), (17.5, 132.5, 3), (17.7, 132.3, 3), (17.9, 132.2, 3), (18.1, 132.1, 3), (18.3, 132.0, 3), (18.6, 132.0, 3), (19.0, 132.0, 3), (19.3, 132.0, 3), (19.6, 132.1, 3), (19.9, 132.1, 3), (20.2, 132.1, 3), (20.6, 132.2, 3), (21.0, 132.3, 3), (21.4, 132.5, 3), (21.9, 132.8, 3), (22.4, 133.2, 3), (23.0, 133.6, 3), (23.5, 134.0, 3), (24.0, 134.4, 3), (24.5, 134.9, 3), (25.0, 135.5, 3), (25.4, 136.0, 3), (25.9, 136.5, 3), (26.5, 137.1, 3), (27.0, 137.6, 3), (27.3, 138.0, 3), (27.6, 138.5, 3), (28.0, 139.2, 3), (28.5, 140.0, 3), (29.0, 140.8, 3), (29.4, 141.5, 3), (29.8, 142.2, 3), (30.2, 143.0, 3), (30.5, 143.9, 3), (30.8, 144.8, 3), (31.1, 145.8, 3), (31.3, 146.8, 3), (31.6, 147.8, 3), (31.8, 148.9, 3), (31.9, 149.9, 3), (32.1, 151.0, 3), (32.4, 152.5, 3), (32.7, 154.1, 3), (33.0, 155.7, 3), (33.3, 157.2, 3), (33.8, 158.6, 3), (34.3, 160.0, 3), (34.7, 161.6, 3), (35.0, 163.0, 3), (35.0, 164.1, 3), (35.0, 165.0, 3), (35.0, 165.9, 3), (35.0, 166.7, 3), (35.0, 167.7, 3), (35.0, 168.7, 3), (35.0, 169.6, 3), (35.0, 170.5, 3), (35.0, 171.6, 3), (35.0, 172.8, 3), (35.0, 174.0, 3), (35.0, 175.0, 3), (35.0, 175.6, 3), (35.0, 176.0, 3), (35.0, 176.5, 3), (35.0, 177.0, 3), (35.3, 177.6, 3), (35.6, 178.3, 3), (35.8, 179.1, 3), (36.0, 180.0, 3)]",KIM
1968178N13156,"[(12.9, 156.1, 0), (13.0, 155.6, 3), (13.2, 155.0, 3), (13.4, 154.4, 3), (13.6, 153.8, 3), (13.8, 153.2, 3), (14.0, 152.6, 3), (14.1, 152.0, 3), (14.2, 151.3, 3), (14.4, 150.5, 3), (14.6, 149.7, 3), (14.8, 148.9, 3), (15.0, 148.0, 3), (15.1, 147.1, 3), (15.2, 146.1, 3), (15.4, 145.1, 3), (15.6, 144.2, 3), (15.6, 143.4, 3), (15.7, 142.7, 3), (16.0, 141.9, 3), (16.3, 141.1, 3), (16.6, 140.1, 3), (16.8, 139.1, 3), (16.9, 138.0, 3), (17.0, 137.0, 3), (17.4, 136.1, 3), (17.9, 135.3, 3), (18.2, 134.6, 3), (18.4, 133.9, 3), (18.6, 133.2, 3), (18.9, 132.5, 3), (19.1, 131.9, 3), (19.4, 131.3, 3), (19.6, 130.8, 3), (19.9, 130.3, 3), (20.2, 129.9, 3), (20.5, 129.6, 3), (20.7, 129.4, 3), (21.0, 129.2, 3), (21.3, 129.0, 3), (21.7, 128.9, 3), (22.1, 128.8, 3), (22.6, 128.8, 3), (23.0, 128.8, 3), (23.5, 128.8, 3), (24.1, 128.8, 3), (24.9, 128.9, 3), (25.7, 129.1, 3), (26.5, 129.5, 3), (27.3, 130.2, 3), (28.2, 131.4, 3), (29.0, 133.0, 3), (30.0, 134.9, 3), (31.5, 137.1, 3), (33.0, 139.5, 3), (34.1, 142.0, 3), (35.0, 144.5, 3)]",LUCY
1968201N13152,"[(13.0, 152.0, 0), (13.0, 151.7, 3), (13.1, 151.3, 3), (13.2, 150.9, 3), (13.3, 150.5, 3), (13.4, 150.1, 3), (13.6, 149.8, 3), (13.7, 149.5, 3), (13.9, 149.2, 3), (14.1, 148.8, 3), (14.3, 148.4, 3), (14.5, 148.1, 3), (14.7, 147.8, 3), (15.0, 147.6, 3), (15.3, 147.5, 3), (15.5, 147.3, 3), (15.8, 147.0, 3), (16.1, 146.7, 3), (16.5, 146.5, 3), (17.0, 146.3, 3), (17.5, 146.0, 3), (17.7, 145.7, 3), (17.7, 145.4, 3), (17.8, 145.1, 3), (18.0, 144.8, 3), (18.2, 144.4, 3), (18.4, 144.0, 3), (18.6, 143.6, 3), (18.8, 143.3, 3), (18.9, 143.0, 3), (19.1, 142.7, 3), (19.4, 142.2, 3), (19.6, 141.8, 3), (19.5, 141.8, 3), (19.4, 141.9, 3), (19.7, 141.9, 3), (20.1, 141.9, 3), (20.3, 142.0, 3), (20.4, 141.9, 3), (20.6, 141.4, 3), (20.8, 140.8, 3), (21.1, 140.6, 3), (21.4, 140.5, 3), (21.9, 140.3, 3), (22.4, 140.0, 3), (22.9, 139.5, 3), (23.3, 138.9, 3), (23.6, 138.6, 3), (23.9, 138.3, 3), (24.2, 137.9, 3), (24.4, 137.6, 3), (24.6, 137.3, 3), (24.9, 137.0, 3), (25.2, 136.9, 3), (25.6, 136.8, 3), (26.0, 136.8, 3), (26.3, 136.7, 3), (26.6, 136.5, 3), (26.9, 136.2, 3), (27.2, 135.9, 3), (27.5, 135.7, 3), (28.0, 135.5, 3), (28.5, 135.4, 3), (29.0, 135.2, 3), (29.4, 134.9, 3), (29.7, 134.7, 3), (29.9, 134.6, 3), (30.1, 134.6, 3), (30.3, 134.7, 3), (30.6, 134.6, 3), (30.9, 134.5, 3), (31.2, 134.4, 3), (31.6, 134.3, 3), (32.0, 134.1, 3), (32.6, 133.7, 3), (33.3, 133.4, 3), (34.0, 132.8, 3), (34.4, 131.8, 3), (34.5, 130.8, 3), (34.1, 130.1, 3), (33.6, 129.7, 3), (33.2, 129.5, 3), (32.9, 129.5, 3), (32.7, 129.9, 3), (32.7, 130.3, 3), (32.7, 130.4, 3), (32.7, 130.6, 3), (32.7, 131.4, 3), (32.7, 132.2, 3), (32.7, 132.1, 3), (32.6, 132.0, 3), (32.6, 132.8, 3), (32.5, 133.7, 3), (32.4, 134.1, 3), (32.4, 134.5, 3), (32.4, 135.0, 3), (32.4, 135.6, 3), (32.4, 136.4, 3), (32.3, 137.2, 3), (32.3, 137.8, 3), (32.2, 138.3, 3), (32.1, 138.9, 3), (32.0, 139.5, 3), (31.9, 140.0, 3), (32.0, 140.5, 3), (32.2, 141.0, 3), (32.5, 141.5, 3), (33.0, 141.9, 3), (33.5, 142.3, 3), (33.9, 142.7, 3), (34.4, 143.1, 3), (35.2, 143.5, 3), (36.0, 144.0, 3), (36.7, 144.5, 3), (37.3, 145.1, 3), (37.8, 145.7, 3), (38.4, 146.4, 3), (39.0, 147.1, 3), (39.7, 147.7, 3), (40.4, 148.3, 3), (41.0, 149.0, 3), (41.5, 149.7, 3), (42.0, 150.5, 3), (42.5, 151.2, 3), (43.0, 152.0, 3), (43.3, 152.8, 3), (43.5, 153.5, 3), (43.7, 154.2, 3), (44.0, 155.0, 3), (44.5, 155.9, 3), (45.0, 157.0, 3), (45.5, 158.5, 3), (46.0, 160.0, 3), (46.5, 161.0, 3), (47.0, 162.0, 3), (47.6, 163.5, 3), (48.2, 165.0, 3), (48.7, 166.1, 3), (49.2, 167.0, 3), (49.6, 167.9, 3), (50.0, 169.0, 3), (50.4, 170.4, 3), (50.7, 172.0, 3), (51.1, 173.8, 3), (51.4, 175.5, 3), (51.6, 177.0, 3), (51.8, 178.2, 3), (51.9, 179.2, 3), (52.0, 180.0, 3)]",MARY
