SID,COORDINATES,NAME
1958217N28142,"[(28.1, 142.2, 0), (27.7, 141.9, 3), (27.5, 141.5, 3), (27.6, 141.1, 3), (27.8, 140.8, 3), (28.2, 140.9, 3), (28.5, 141.2, 3), (28.5, 141.7, 3), (28.4, 142.2, 3), (28.3, 142.7, 3), (28.3, 143.2, 3), (28.3, 143.7, 3), (28.4, 144.2, 3), (28.4, 144.6, 3), (28.5, 145.1, 3), (28.6, 145.7, 3), (28.8, 146.3, 3), (29.0, 146.9, 3), (29.3, 147.6, 3), (29.6, 148.3, 3), (30.0, 148.9, 3), (30.4, 149.5, 3), (30.9, 150.1, 3), (31.3, 150.7, 3), (31.8, 151.3, 3), (32.4, 151.9, 3), (33.0, 152.5, 3), (33.7, 153.2, 3), (34.5, 154.0, 3), (35.3, 155.0, 3), (36.0, 156.0, 3), (36.7, 156.8, 3), (37.3, 157.5, 3), (37.9, 158.5, 3), (38.5, 159.5, 3), (39.0, 160.6, 3), (39.3, 161.6, 3), (39.6, 162.5, 3), (39.8, 163.5, 3), (40.1, 164.7, 3), (40.4, 165.8, 3), (40.7, 166.7, 3), (41.0, 167.5, 3)]",UNNAMED
1958232N12139,"[(12.2, 138.9, 0), (12.7, 139.0, 3), (13.3, 139.0, 3), (13.9, 139.0, 3), (14.4, 138.9, 3), (14.9, 138.7, 3), (15.4, 138.5, 3), (15.9, 138.3, 3), (16.4, 138.0, 3), (16.9, 137.6, 3), (17.4, 137.2, 3), (17.9, 136.9, 3), (18.4, 136.5, 3), (18.9, 136.1, 3), (19.3, 135.6, 3), (19.6, 135.2, 3), (20.0, 134.8, 3), (20.5, 134.4, 3), (21.0, 134.1, 3), (21.6, 133.8, 3), (22.2, 133.5, 3), (22.9, 133.3, 3), (23.5, 133.2, 3), (23.9, 133.1, 3), (24.3, 133.1, 3), (24.6, 133.1, 3), (25.0, 133.1, 3), (25.4, 133.2, 3), (25.8, 133.3, 3), (26.2, 133.3, 3), (26.6, 133.2, 3), (27.0, 133.1, 3), (27.4, 133.0, 3), (27.7, 133.0, 3), (28.1, 133.0, 3), (28.5, 133.1, 3), (29.0, 133.2, 3), (29.4, 133.3, 3), (29.9, 133.4, 3), (30.4, 133.5, 3), (30.8, 133.6, 3), (31.2, 133.7, 3), (31.6, 133.8, 3), (32.1, 134.0, 3), (32.6, 134.3, 3), (33.0, 134.7, 3), (33.4, 135.2, 3), (33.8, 135.5, 3), (34.4, 135.7, 3), (35.3, 136.0, 3), (36.2, 136.6, 3), (36.7, 137.7, 3), (37.1, 138.8, 3), (37.6, 139.6, 3), (38.1, 140.3, 3), (38.5, 141.1, 3), (38.8, 142.1, 3), (38.7, 143.6, 3), (38.5, 145.3, 3), (38.3, 146.8, 3), (38.0, 148.0, 3), (37.5, 148.8, 3), (37.0, 149.5, 3), (36.9, 150.6, 3), (36.9, 152.0, 3), (37.0, 153.9, 3), (37.0, 156.0, 3)]",FLOSSIE
1958235N15114,"[(14.5, 114.0, 0), (14.5, 114.3, 3), (14.6, 114.6, 3), (14.8, 114.8, 3), (15.0, 115.0, 3), (15.2, 115.2, 3), (15.4, 115.3, 3), (15.6, 115.5, 3), (15.8, 115.6, 3), (16.0, 115.7, 3), (16.2, 115.8, 3), (16.4, 115.9, 3), (16.7, 116.0, 3), (17.0, 116.2, 3), (17.4, 116.3, 3), (17.7, 116.4, 3), (18.0, 116.4, 3), (18.3, 116.4, 3), (18.5, 116.4, 3), (18.7, 116.4, 3), (18.9, 116.3, 3), (19.1, 116.2, 3), (19.2, 116.0, 3), (19.3, 115.9, 3), (19.4, 115.8, 3), (19.5, 115.6, 3), (19.6, 115.4, 3), (19.6, 115.2, 3), (19.6, 115.0, 3), (19.6, 114.8, 3), (19.6, 114.5, 3), (19.6, 114.2, 3), (19.5, 113.9, 3), (19.4, 113.5, 3), (19.4, 113.0, 3), (19.4, 112.5, 3), (19.3, 111.9, 3), (19.2, 111.3, 3), (19.1, 110.8, 3), (19.0, 110.3, 3), (18.9, 109.8, 3), (18.8, 109.3, 3), (18.8, 108.7, 3), (18.8, 107.9, 3), (18.7, 107.0, 3), (18.6, 106.2, 3), (18.5, 105.5, 3), (18.5, 105.0, 3), (18.5, 104.5, 3)]",UNNAMED
1958237N15129,"[(17.0, 129.0, 0), (16.7, 128.5, 3), (16.5, 128.0, 3), (16.5, 127.6, 3), (16.6, 127.2, 3), (16.6, 126.9, 3), (16.7, 126.5, 3), (16.9, 125.9, 3), (17.2, 125.6, 3), (17.4, 125.9, 3), (17.5, 126.5, 3), (17.3, 126.9, 3), (17.0, 127.0, 3), (16.6, 126.6, 3), (16.5, 126.0, 3), (16.9, 125.4, 3), (17.5, 125.0, 3), (18.2, 125.5, 3), (19.0, 126.0, 3), (19.7, 125.9, 3), (20.3, 125.3, 3), (20.8, 124.5, 3), (21.4, 123.6, 3), (22.1, 123.0, 3), (22.9, 122.5, 3), (23.6, 122.2, 3), (24.1, 121.8, 3), (24.2, 121.1, 3), (24.3, 120.3, 3), (24.6, 119.8, 3), (24.9, 119.4, 3), (25.0, 119.1, 3), (25.1, 118.8, 3), (25.1, 118.5, 3), (25.2, 118.2, 3), (25.3, 117.9, 3), (25.4, 117.7, 3), (25.6, 117.5, 3), (25.9, 117.3, 3), (26.2, 117.2, 3), (26.5, 117.2, 3)]",UNNAMED
1958240N08146,"[(9.0, 147.0, 0), (9.2, 146.8, 3), (9.5, 146.6, 3), (9.8, 146.4, 3), (10.0, 146.2, 3), (10.2, 145.9, 3), (10.4, 145.6, 3), (10.6, 145.2, 3), (10.8, 144.7, 3), (10.9, 144.3, 3), (10.9, 143.8, 3), (11.0, 143.3, 3), (11.1, 142.8, 3), (11.2, 142.3, 3), (11.4, 141.8, 3), (11.6, 141.3, 3), (11.8, 140.8, 3), (12.0, 140.3, 3), (12.2, 139.8, 3), (12.4, 139.2, 3), (12.7, 138.5, 3), (13.0, 137.9, 3), (13.3, 137.3, 3), (13.7, 136.8, 3), (14.2, 136.4, 3), (14.6, 135.8, 3), (15.0, 135.2, 3), (15.2, 134.6, 3), (15.3, 133.9, 3), (15.6, 133.2, 3), (15.9, 132.6, 3), (16.2, 132.0, 3), (16.5, 131.4, 3), (16.9, 130.8, 3), (17.2, 130.2, 3), (17.4, 129.6, 3), (17.7, 129.1, 3), (18.1, 128.6, 3), (18.5, 128.1, 3), (19.0, 127.7, 3), (19.6, 127.4, 3), (20.1, 127.1, 3), (20.5, 126.7, 3), (20.8, 126.2, 3), (21.2, 125.7, 3), (21.7, 125.2, 3), (22.2, 124.8, 3), (22.6, 124.5, 3), (23.1, 124.2, 3), (23.6, 123.9, 3), (24.1, 123.6, 3), (24.6, 123.1, 3), (25.1, 122.6, 3), (25.5, 122.2, 3), (25.8, 121.9, 3), (26.3, 121.4, 3), (26.7, 120.9, 3), (27.0, 120.5, 3), (27.2, 120.2, 3), (27.5, 119.9, 3), (27.8, 119.7, 3), (28.2, 119.6, 3), (28.6, 119.7, 3), (29.0, 119.9, 3), (29.4, 120.2, 3), (29.9, 120.5, 3), (30.4, 120.9, 3), (30.8, 121.4, 3), (31.3, 122.1, 3), (32.0, 123.0, 3), (32.7, 124.0, 3), (33.3, 125.1, 3), (34.0, 126.4, 3), (34.8, 127.7, 3), (35.6, 129.1, 3), (36.2, 130.4, 3), (36.9, 131.9, 3), (38.0, 133.7, 3), (39.0, 135.7, 3), (39.7, 137.9, 3), (40.0, 140.1, 3), (39.6, 142.1, 3), (39.1, 143.9, 3), (39.0, 145.9, 3), (39.0, 147.8, 3), (39.0, 149.5, 3), (39.0, 150.9, 3), (39.0, 152.0, 3), (39.0, 153.0, 3), (39.0, 154.0, 3), (38.9, 155.0, 3), (38.8, 156.1, 3), (38.8, 157.4, 3), (38.7, 158.8, 3), (38.7, 160.4, 3), (38.7, 162.1, 3), (38.8, 163.8, 3), (38.8, 165.4, 3), (38.9, 166.9, 3), (39.0, 168.0, 3), (39.0, 169.0, 3)]",GRACE
1958240N15111,"[(15.0, 111.0, 0), (15.0, 111.1, 3), (15.0, 111.3, 3), (15.0, 111.5, 3), (15.0, 111.7, 3), (15.0, 111.9, 3), (15.1, 112.2, 3), (15.2, 112.4, 3), (15.3, 112.7, 3), (15.4, 113.1, 3), (15.6, 113.5, 3), (15.8, 113.8, 3), (16.1, 114.1, 3), (16.3, 114.4, 3), (16.4, 114.6, 3), (16.5, 114.8, 3), (16.6, 115.1, 3), (16.7, 115.4, 3), (16.8, 115.8, 3), (16.9, 116.2, 3), (17.1, 116.6, 3), (17.2, 117.0, 3), (17.4, 117.4, 3), (17.6, 117.8, 3), (18.0, 118.0, 3), (18.8, 118.0, 3), (19.7, 117.9, 3), (20.3, 117.6, 3), (20.8, 117.2, 3), (21.2, 116.8, 3), (21.5, 116.5, 3), (21.6, 116.2, 3), (21.7, 116.0, 3), (21.8, 115.7, 3), (21.8, 115.3, 3), (21.9, 115.0, 3), (22.0, 114.6, 3), (22.1, 114.3, 3), (22.2, 113.9, 3), (22.3, 113.5, 3), (22.3, 113.1, 3), (22.4, 112.6, 3), (22.4, 112.0, 3), (22.5, 111.5, 3), (22.5, 110.9, 3), (22.5, 110.3, 3), (22.5, 109.8, 3), (22.5, 109.3, 3), (22.5, 108.9, 3), (22.6, 108.4, 3), (22.8, 107.9, 3)]",UNNAMED
1958246N09146,"[(9.2, 146.0, 0), (9.2, 145.5, 3), (9.2, 145.0, 3), (9.2, 144.3, 3), (9.2, 143.6, 3), (9.2, 143.0, 3), (9.2, 142.4, 3), (9.2, 141.8, 3), (9.2, 141.3, 3), (9.2, 140.8, 3), (9.2, 140.4, 3), (9.2, 140.0, 3), (9.2, 139.6, 3), (9.2, 139.2, 3), (9.2, 138.8, 3), (9.3, 138.3, 3), (9.6, 137.8, 3), (9.9, 137.4, 3), (10.3, 137.0, 3), (10.6, 136.6, 3), (11.0, 136.2, 3), (11.5, 135.6, 3), (11.9, 134.8, 3), (12.2, 133.9, 3), (12.5, 133.0, 3), (12.9, 132.0, 3), (13.2, 131.0, 3), (13.5, 130.2, 3), (13.7, 129.5, 3), (13.9, 128.9, 3), (14.1, 128.4, 3), (14.3, 127.8, 3), (14.6, 127.2, 3), (14.8, 126.6, 3), (15.1, 126.1, 3), (15.3, 125.7, 3), (15.6, 125.4, 3), (15.9, 124.9, 3), (16.2, 124.3, 3), (16.3, 123.8, 3), (16.3, 123.2, 3), (16.4, 122.7, 3), (16.5, 122.0, 3), (16.6, 121.1, 3), (16.8, 120.2, 3), (17.0, 119.4, 3), (17.3, 118.7, 3), (17.6, 117.9, 3), (17.8, 117.0, 3), (18.0, 116.1, 3), (18.0, 115.3, 3), (17.4, 114.6, 3), (16.7, 114.0, 3), (16.3, 113.2, 3), (16.0, 112.5, 3), (15.9, 111.9, 3), (16.0, 111.5, 3), (16.1, 111.2, 3), (16.2, 111.0, 3), (16.4, 110.9, 3), (16.6, 110.8, 3), (16.8, 110.8, 3), (16.9, 110.8, 3), (17.0, 110.8, 3), (17.2, 110.8, 3), (17.4, 110.8, 3), (17.6, 110.8, 3), (17.7, 110.8, 3), (17.9, 110.8, 3), (18.2, 110.8, 3), (18.5, 110.8, 3), (18.7, 110.7, 3), (19.0, 110.5, 3), (19.3, 110.1, 3), (19.6, 109.7, 3), (19.8, 109.5, 3), (20.1, 109.4, 3), (20.4, 109.2, 3), (20.7, 109.0, 3), (21.0, 108.8, 3), (21.4, 108.5, 3), (21.8, 108.1, 3), (22.1, 107.6, 3), (22.3, 107.3, 3), (22.6, 107.0, 3), (22.9, 106.7, 3), (23.3, 106.1, 3), (23.7, 104.9, 3), (24.1, 103.4, 3)]",UNNAMED
1958248N19117,"[(19.0, 116.8, 0), (18.8, 116.7, 3), (18.7, 116.5, 3), (18.6, 116.3, 3), (18.5, 116.0, 3), (18.4, 115.8, 3), (18.4, 115.5, 3), (18.3, 115.2, 3), (18.3, 114.9, 3), (18.3, 114.6, 3), (18.3, 114.0, 3), (18.2, 113.1, 3), (18.1, 112.0, 3), (17.8, 111.0, 3), (17.5, 110.0, 3), (17.5, 109.2, 3), (17.7, 108.5, 3), (18.0, 107.9, 3), (18.1, 107.3, 3), (17.9, 106.7, 3), (17.5, 106.0, 3), (17.0, 105.1, 3), (16.5, 104.0, 3)]",UNNAMED
1958251N10142,"[(10.0, 142.0, 0), (10.3, 141.9, 3), (10.7, 141.8, 3), (11.2, 141.5, 3), (11.7, 141.2, 3), (12.1, 140.9, 3), (12.5, 140.5, 3), (13.0, 140.0, 3), (13.5, 139.5, 3), (13.9, 139.0, 3), (14.2, 138.5, 3), (14.5, 138.0, 3), (14.8, 137.5, 3), (15.1, 137.0, 3), (15.3, 136.5, 3), (15.5, 136.0, 3), (15.7, 135.5, 3), (16.0, 135.1, 3), (16.2, 134.6, 3), (16.3, 134.1, 3), (16.3, 133.6, 3), (16.3, 133.1, 3), (16.4, 132.7, 3), (16.7, 132.3, 3), (17.1, 132.1, 3), (17.4, 132.2, 3), (17.6, 132.4, 3), (17.9, 132.5, 3), (18.3, 132.5, 3), (18.6, 132.3, 3), (18.9, 131.9, 3), (19.1, 131.4, 3), (19.3, 130.9, 3), (19.5, 130.5, 3), (19.7, 130.2, 3), (19.9, 129.8, 3), (20.1, 129.5, 3), (20.4, 129.2, 3), (20.7, 128.9, 3), (21.0, 128.8, 3), (21.3, 128.8, 3), (21.5, 128.8, 3), (21.6, 128.8, 3), (21.8, 128.8, 3), (22.1, 128.8, 3), (22.4, 128.8, 3), (22.7, 128.7, 3), (23.1, 128.7, 3), (23.4, 128.7, 3), (23.7, 128.8, 3), (23.9, 129.0, 3), (24.1, 129.1, 3), (24.4, 129.2, 3), (24.7, 129.4, 3), (25.0, 129.6, 3), (25.3, 129.8, 3), (25.5, 130.1, 3), (25.7, 130.4, 3), (26.0, 130.6, 3), (26.3, 130.9, 3), (26.6, 131.1, 3), (26.9, 131.3, 3), (27.2, 131.5, 3), (27.4, 131.8, 3), (27.5, 132.2, 3), (27.6, 132.6, 3), (27.8, 132.9, 3), (28.0, 133.1, 3), (28.2, 133.2, 3), (28.5, 133.4, 3), (28.8, 133.6, 3), (29.2, 133.8, 3), (29.7, 134.0, 3), (30.2, 134.3, 3), (30.8, 134.6, 3), (31.2, 134.9, 3), (31.7, 135.5, 3), (32.5, 136.5, 3), (33.5, 137.7, 3), (34.4, 138.9, 3), (35.5, 140.2, 3), (36.8, 141.4, 3), (38.3, 142.5, 3), (40.1, 143.8, 3), (42.1, 145.0, 3), (44.0, 146.1, 3), (45.9, 147.1, 3), (47.9, 147.9, 3), (50.0, 148.5, 3)]",HELEN
1958263N13148,"[(13.4, 147.5, 0), (13.2, 147.1, 3), (13.1, 146.5, 3), (13.0, 145.6, 3), (13.0, 144.7, 3), (13.2, 144.1, 3), (13.4, 143.6, 3), (13.3, 142.8, 3), (13.1, 142.1, 3), (13.0, 141.5, 3), (12.9, 141.0, 3), (12.9, 140.5, 3), (12.9, 140.0, 3), (12.8, 139.6, 3), (12.7, 139.2, 3), (12.7, 138.8, 3), (12.7, 138.4, 3), (12.8, 138.1, 3), (12.9, 137.9, 3), (13.1, 137.7, 3), (13.4, 137.5, 3), (13.7, 137.3, 3), (14.0, 137.1, 3), (14.4, 136.8, 3), (14.9, 136.6, 3), (15.5, 136.4, 3), (16.1, 136.2, 3), (16.6, 136.0, 3), (17.0, 135.8, 3), (17.5, 135.6, 3), (18.0, 135.5, 3), (18.5, 135.4, 3), (19.0, 135.3, 3), (19.7, 135.1, 3), (20.5, 134.9, 3), (21.3, 134.8, 3), (22.0, 134.8, 3), (22.7, 134.8, 3), (23.3, 134.8, 3), (23.8, 134.8, 3), (24.4, 134.9, 3), (25.1, 134.9, 3), (25.8, 135.0, 3), (26.5, 135.1, 3), (27.5, 135.3, 3), (28.8, 135.7, 3), (30.3, 136.2, 3), (31.6, 136.9, 3), (32.7, 137.7, 3), (33.7, 138.4, 3), (34.7, 139.0, 3), (35.7, 139.7, 3), (36.7, 140.5, 3), (37.7, 141.3, 3), (38.6, 142.0, 3), (39.4, 142.2, 3), (40.0, 142.2, 3), (40.5, 142.2, 3), (41.0, 142.2, 3), (41.5, 142.1, 3), (42.0, 142.3, 3), (42.6, 142.9, 3), (43.0, 143.8, 3), (43.2, 144.7, 3), (43.2, 145.7, 3), (43.2, 146.8, 3), (43.2, 148.0, 3), (43.3, 149.2, 3), (43.5, 150.5, 3), (43.6, 152.0, 3), (43.6, 153.5, 3)]",IDA
1958263N21176,"[(20.9, 176.1, 0), (21.9, 177.0, 3), (23.1, 177.9, 3), (24.5, 178.7, 3), (25.9, 179.0, 3), (27.0, 178.7, 3), (28.0, 178.0, 3), (28.9, 177.0, 3), (30.0, 176.0, 3), (31.4, 175.6, 3), (33.0, 175.5, 3), (34.5, 175.6, 3), (35.8, 176.0, 3), (37.0, 176.9, 3), (38.0, 178.0, 3)]",JUNE
1958268N15118,"[(15.8, 118.8, 0), (15.4, 118.6, 3), (15.1, 118.5, 3), (14.8, 118.4, 3), (14.5, 118.4, 3), (14.1, 118.4, 3), (13.8, 118.4, 3), (13.5, 118.4, 3), (13.3, 118.3, 3), (13.0, 118.1, 3), (13.0, 117.8, 3), (13.4, 117.6, 3), (14.0, 117.4, 3), (14.7, 117.3, 3), (15.5, 117.3, 3), (16.0, 117.2, 3), (16.5, 117.2, 3), (17.1, 117.2, 3), (17.6, 117.2, 3), (18.1, 117.2, 3), (18.5, 117.1, 3), (18.7, 116.9, 3), (18.8, 116.7, 3), (18.9, 116.5, 3), (19.0, 116.2, 3), (19.1, 115.9, 3), (19.2, 115.6, 3), (19.2, 115.4, 3), (19.3, 115.2, 3), (19.4, 115.0, 3), (19.5, 114.8, 3), (19.7, 114.5, 3), (19.8, 114.3, 3), (19.9, 114.1, 3), (20.0, 114.0, 3), (20.1, 113.8, 3), (20.2, 113.6, 3), (20.3, 113.3, 3), (20.3, 113.1, 3), (20.4, 112.9, 3), (20.5, 112.8, 3), (20.6, 112.6, 3), (20.6, 112.4, 3), (20.6, 112.1, 3), (20.7, 111.6, 3), (20.8, 110.9, 3), (20.8, 110.0, 3)]",UNNAMED
1958293N12128,"[(13.0, 128.5, 0), (13.0, 127.7, 3), (13.0, 127.0, 3), (12.8, 126.3, 3), (12.6, 125.6, 3), (12.3, 124.9, 3), (12.0, 124.2, 3), (11.7, 123.5, 3), (11.6, 122.8, 3), (11.8, 122.4, 3), (12.2, 122.0, 3), (12.5, 121.5, 3), (12.8, 121.1, 3), (13.1, 120.8, 3), (13.4, 120.4, 3), (13.5, 119.9, 3), (13.5, 119.4, 3), (13.4, 118.9, 3), (13.3, 118.4, 3), (13.3, 117.9, 3), (13.3, 117.3, 3), (13.3, 116.8, 3), (13.4, 116.3, 3), (13.6, 116.0, 3), (13.8, 115.8, 3), (14.1, 115.6, 3), (14.3, 115.4, 3), (14.5, 115.2, 3), (14.6, 115.1, 3), (14.8, 114.9, 3), (14.9, 114.7, 3), (15.1, 114.5, 3), (15.2, 114.3, 3), (15.3, 114.1, 3), (15.5, 114.0, 3), (15.7, 113.8, 3), (15.8, 113.6, 3), (16.0, 113.4, 3), (16.1, 113.2, 3), (16.2, 113.0, 3), (16.3, 112.8, 3), (16.4, 112.6, 3), (16.4, 112.4, 3), (16.2, 112.2, 3), (16.0, 112.0, 3), (15.8, 111.9, 3), (15.5, 112.0, 3), (15.3, 112.5, 3), (15.0, 113.0, 3), (14.5, 113.1, 3), (14.0, 113.0, 3), (13.7, 112.6, 3), (13.5, 112.0, 3), (13.2, 111.5, 3), (12.9, 111.0, 3), (12.6, 110.7, 3), (12.2, 110.4, 3), (11.9, 110.2, 3), (11.5, 110.0, 3), (11.1, 109.8, 3), (10.7, 109.6, 3), (10.3, 109.3, 3), (10.0, 109.0, 3), (9.7, 108.7, 3), (9.5, 108.5, 3), (9.2, 108.3, 3), (9.0, 108.0, 3), (8.8, 107.7, 3), (8.5, 107.5, 3)]",KATHY
1958295N10149,"[(9.6, 149.4, 0), (10.0, 149.2, 3), (10.3, 148.9, 3), (10.5, 148.6, 3), (10.7, 148.3, 3), (11.0, 148.0, 3), (11.4, 147.6, 3), (11.6, 147.2, 3), (11.8, 146.8, 3), (12.0, 146.4, 3), (12.2, 145.9, 3), (12.4, 145.4, 3), (12.6, 144.8, 3), (12.7, 144.3, 3), (12.8, 143.8, 3), (13.0, 143.2, 3), (13.1, 142.6, 3), (13.2, 142.1, 3), (13.3, 141.5, 3), (13.3, 140.9, 3), (13.3, 140.3, 3), (13.3, 139.9, 3), (13.2, 139.5, 3), (13.1, 139.1, 3), (13.0, 138.7, 3), (12.9, 138.2, 3), (12.9, 137.7, 3), (12.9, 137.0, 3), (12.9, 136.4, 3), (13.0, 135.9, 3), (13.1, 135.4, 3), (13.2, 135.0, 3), (13.3, 134.6, 3), (13.4, 134.2, 3), (13.5, 133.7, 3), (13.6, 133.3, 3), (13.7, 132.9, 3), (13.8, 132.5, 3), (13.8, 132.0, 3), (13.8, 131.5, 3), (13.8, 131.0, 3), (13.8, 130.5, 3), (13.8, 130.0, 3), (13.8, 129.6, 3), (13.8, 129.2, 3), (13.8, 128.8, 3), (13.8, 128.4, 3), (13.8, 128.0, 3), (13.8, 127.6, 3), (13.8, 127.3, 3), (13.8, 127.0, 3), (13.8, 126.7, 3), (13.9, 126.4, 3), (13.9, 126.1, 3), (13.9, 125.9, 3), (13.9, 125.6, 3), (14.0, 125.4, 3), (14.2, 125.2, 3), (14.4, 125.0, 3), (14.7, 125.0, 3), (15.0, 125.1, 3), (15.2, 125.2, 3), (15.5, 125.3, 3), (15.9, 125.5, 3), (16.4, 125.7, 3), (16.7, 125.9, 3), (17.0, 126.1, 3), (17.3, 126.4, 3), (17.6, 126.6, 3), (17.9, 126.8, 3), (18.2, 126.9, 3), (18.6, 127.1, 3), (19.1, 127.4, 3), (19.4, 127.7, 3), (19.8, 128.0, 3), (20.3, 128.4, 3), (21.0, 128.9, 3), (21.7, 129.4, 3), (22.5, 129.9, 3), (23.2, 130.4, 3), (23.8, 130.9, 3), (24.4, 131.4, 3), (24.9, 131.8, 3), (25.5, 132.2, 3), (26.1, 132.6, 3), (26.7, 133.0, 3), (27.2, 133.5, 3), (27.6, 134.0, 3), (27.8, 134.5, 3), (27.8, 135.0, 3), (27.8, 135.5, 3), (27.8, 135.9, 3), (27.8, 136.4, 3), (27.8, 137.0, 3), (27.9, 137.8, 3), (28.1, 138.6, 3), (28.3, 139.4, 3), (28.5, 140.2, 3), (28.8, 141.0, 3), (29.1, 141.6, 3), (29.4, 142.2, 3), (29.7, 142.9, 3), (30.1, 143.8, 3), (30.6, 144.8, 3), (31.3, 145.8, 3), (32.0, 146.8, 3), (32.8, 148.0, 3), (33.4, 149.4, 3), (34.0, 151.0, 3), (34.6, 152.5, 3), (35.2, 154.2, 3), (36.1, 156.2, 3), (36.9, 158.6, 3), (37.3, 161.4, 3), (37.4, 164.4, 3), (37.3, 167.5, 3), (37.0, 170.0, 3), (36.8, 171.5, 3), (36.6, 172.5, 3), (36.4, 173.8, 3), (36.2, 175.2, 3), (36.1, 176.6, 3), (36.0, 178.0, 3)]",LORNA
1958297N12161,"[(11.5, 159.6, 0), (11.7, 159.4, 3), (11.9, 159.1, 3), (12.1, 158.8, 3), (12.3, 158.6, 3), (12.5, 158.4, 3), (12.7, 158.3, 3), (13.0, 158.2, 3), (13.3, 158.0, 3), (13.6, 157.8, 3), (13.8, 157.7, 3), (14.1, 157.5, 3), (14.3, 157.4, 3), (14.5, 157.3, 3), (14.7, 157.2, 3), (15.0, 156.9, 3), (15.3, 156.4, 3), (15.5, 155.8, 3), (15.7, 155.3, 3), (15.9, 155.1, 3), (16.1, 155.1, 3), (16.3, 155.2, 3), (16.4, 155.3, 3), (16.5, 155.4, 3), (16.7, 155.4, 3), (17.1, 155.5, 3), (17.4, 155.5, 3), (17.5, 155.1, 3), (17.3, 154.7, 3), (16.9, 154.6, 3), (16.6, 154.6, 3), (16.7, 154.8, 3), (16.9, 155.1, 3), (17.2, 155.2, 3), (17.5, 155.3, 3), (17.8, 155.4, 3), (18.2, 155.6, 3), (18.5, 155.7, 3), (18.9, 155.8, 3), (19.3, 155.8, 3), (19.6, 155.8, 3), (19.9, 155.8, 3), (20.2, 155.9, 3), (20.6, 155.9, 3), (21.1, 155.9, 3), (21.6, 155.8, 3), (22.0, 155.7, 3), (22.3, 155.4, 3), (22.4, 155.1, 3), (22.4, 154.8, 3), (22.4, 154.5, 3), (22.4, 154.2, 3), (22.3, 153.9, 3), (22.3, 153.6, 3), (22.2, 153.2, 3), (22.1, 152.9, 3), (22.1, 152.6, 3), (22.1, 152.2, 3), (22.1, 151.8, 3), (22.1, 151.3, 3), (22.1, 150.8, 3), (22.0, 150.2, 3), (22.0, 149.6, 3), (22.4, 149.2, 3), (22.8, 148.9, 3), (23.1, 148.3, 3), (23.3, 147.8, 3), (23.5, 147.4, 3), (23.8, 147.1, 3), (24.5, 146.9, 3), (25.4, 146.9, 3), (26.4, 147.2, 3), (27.5, 147.4, 3), (28.7, 147.2, 3), (30.0, 147.1, 3), (31.1, 147.8, 3), (32.1, 149.0, 3), (33.1, 150.1, 3), (34.1, 151.5, 3), (35.2, 153.2, 3), (36.1, 155.1, 3), (36.7, 157.2, 3), (37.0, 159.5, 3), (37.1, 161.7, 3), (37.0, 164.0, 3), (37.0, 166.5, 3), (37.0, 169.0, 3), (37.0, 171.5, 3), (37.0, 174.0, 3), (36.8, 176.7, 3), (36.5, 179.5, 3)]",MARIE
1958325N11133,"[(11.2, 133.2, 0), (11.3, 132.9, 3), (11.5, 132.6, 3), (11.7, 132.3, 3), (11.8, 132.1, 3), (11.9, 131.9, 3), (12.0, 131.7, 3), (12.1, 131.4, 3), (12.2, 131.1, 3), (12.2, 130.8, 3), (12.3, 130.5, 3), (12.5, 130.3, 3), (12.8, 130.1, 3), (13.0, 129.9, 3), (13.3, 129.7, 3), (13.5, 129.4, 3), (13.8, 129.1, 3), (14.1, 129.0, 3), (14.4, 129.0, 3), (14.7, 128.9, 3), (15.1, 128.9, 3), (15.5, 128.9, 3), (15.9, 128.9, 3), (16.3, 128.9, 3), (16.8, 128.9, 3), (17.2, 129.1, 3), (17.6, 129.3, 3), (18.0, 129.5, 3), (18.4, 129.8, 3), (18.8, 130.1, 3), (19.2, 130.4, 3), (19.6, 130.7, 3), (20.1, 131.1, 3), (20.7, 131.6, 3), (21.2, 132.1, 3), (21.7, 132.6, 3), (22.1, 133.1, 3), (22.5, 133.6, 3), (22.8, 134.2, 3), (23.0, 134.7, 3), (23.2, 135.3, 3), (23.4, 136.2, 3), (23.4, 137.2, 3), (23.1, 138.2, 3), (22.8, 139.2, 3), (22.6, 140.3, 3), (22.5, 141.5, 3)]",NANCY
1958326N10119,"[(10.0, 119.2, 0), (10.1, 119.2, 3), (10.3, 119.2, 3), (10.5, 119.2, 3), (10.6, 119.2, 3), (10.7, 119.2, 3), (10.8, 119.3, 3), (11.0, 119.4, 3), (11.2, 119.4, 3), (11.4, 119.4, 3), (11.6, 119.5, 3), (11.9, 119.7, 3), (12.1, 120.0, 3), (12.1, 120.4, 3), (12.0, 120.8, 3), (11.8, 121.1, 3), (11.6, 121.4, 3), (11.4, 121.7, 3), (11.3, 122.0, 3), (11.1, 122.5, 3), (11.0, 123.0, 3), (11.0, 123.5, 3), (11.1, 124.1, 3), (11.3, 124.8, 3), (11.5, 125.5, 3), (11.7, 126.2, 3), (12.0, 126.8, 3)]",UNNAMED
