SID,MAX_WIND_SPEED,MAX_WIND_PRESSURE
1996201N07137,65,996
2004230N09172,110,996
1999315N13127,50,996
2001259N20138,65,996
2015211N13162,115,998
2024253N11148,75,1000
2015286N12163,95,1000
1978177N11130,45,996
1984270N22147,50,996
1985323N05107,40,1000
1991226N18159,60,992
1984302N00149,105,996
1981176N08150,60,998
2001338N10130,35,1000
1983279N04140,55,998
2012216N24162,50,998
2014334N02156,115,1000
2000248N18126,45,994
2011245N21150,40,998
2024269N14150,65,1002
1990129N05138,70,996
1996192N19152,85,1000
2005192N22155,105,998
2012168N19112,50,994
1988237N23154,45,1000
1977264N14133,55,996
2004327N16125,35,1000
1986172N04161,45,1000
2001181N08141,60,990
2008147N10141,100,1000
1987270N15160,45,1000
2012209N25149,70,1002
2020291N06141,65,1000
2012225N16133,65,998
1983317N12153,110,996
2010350N30175,45,1008
2002263N22139,45,994
1987264N10190,80,998
2020229N18123,55,1004
1997298N06140,50,1007
2002222N09163,85,998
1985136N07129,80,998
2017202N16116,35,1000
1993064N03174,50,1000
1996318N33146,50,985
2005257N15120,45,994
1988263N18115,45,996
2001206N14134,75,994
2011266N13139,80,1000
2007323N09128,70,1000
2018213N12245,135,1007
2000185N15117,75,994
1978304N14148,60,992
1989259N20126,70,1000
2013306N07162,125,1002
2013282N14149,90,998
2022221N24149,40,1002
1994197N14115,45,998
2010293N16147,95,996
1989221N10149,70,996
1982246N16119,55,994
1980257N17133,100,996
2011267N16111,35,998
2023239N18144,85,996
1982087N04157,75,1000
2016230N25160,90,992
2009299N12153,80,998
2000260N15178,95,998
1981226N16119,35,994
1982202N12148,100,996
1999111N08126,55,998
1985281N02144,80,998
1989254N17145,55,1000
2003212N12130,45,996
1978264N08147,70,996
2022264N17132,95,1000
1978330N09148,55,994
2016250N25125,40,1002
1989235N26122,55,994
1990250N13157,70,998
2022096N03150,90,1000
2009287N10154,95,1002
